VPOP,AKT,AKTi,AKTi_blood,AKTi_C,AKTi_gut,BRAF,CELLS,CRAF,ERK,ERKi,ERKi_blood,ERKi_C,ERKi_gut,FB1,FB2,FB3,FB4,MEK,MEKi,MEKi_blood,MEKi_C,MEKi_gut,MEKi_V3,PI3K,RAFi,RAFi_blood,RAFi_C,RAFi_gut,RAS,RTK1,RTK1i,RTK1i_blood,RTK1i_C,RTK1i_gut,RTK2,RTK3,S6,TD1,AKTb,AKTt,BRAFb,BRAFt,CRAFb,CRAFt,dmax,ERKb,ERKt,F1,F2,F3,F4,F5,G13,G14,G23,G24,G33,G34,Gspry,Gdusp,k1,k2,k3,k4,k5,k6,k7,k8,ka1,ka2,ka3,ka4,ka5,ke1,ke2,ke3,ke4,ke5,kFB1,kFB2,kFB3,kFB4,kg,ki1,ki2,ki3,ki4,ki5,MEKb,MEKt,p1,p2,p3,p4,p5,PI3Kb,PI3Kt,q2,r1,r2,r3,r4,r5,RASb,RASt,RTK1b,RTK1t,RTK2b,RTK2t,RTK3b,RTK3t,S6b,S6t,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tauFB1,tauFB2,tauFB3,tauFB4,taug,taui1,taui2,taui3,taui4,taui5,umax,V1,V2,V3,V3b,V4,V5,Vmax,wOR,wRAS,PW
425,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.265421094,0,0.867652169,0.038259093,0,1,1,1,1,1,1,0.183831985,0,0,0,0,0,1,0.958168965,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.016090999,0.543487435,1,1,1,1,1,0.012822906,1,210,3.435989897,1.167725843,0.959576785,1,10,0.045001027,1.120153251,0,0.150466496,0,1.715800885,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.904262717,0.98544127,5.19942E-14
426,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.87456774,0.04952533,0,1,1,1,1,1,1,1,0,0,0,0,0,0.838745599,0.869045604,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.007949179,3.306873094,1,1,1,1,1,0.000835864,1,210,3.435989897,1.167725843,0.959576785,1,10,0.013380151,5.475935396,0,7.534728672,0,0.09901124,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.999786276,0.860831376,0.014965279
427,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.358708526,0,1.018452139,0.037712787,0,1,1,1,1,1,1,0.414069528,0,0,0,0,0,1,0.291424747,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.0011883,2.391797326,1,1,1,1,1,0.002392197,1,210,3.435989897,1.167725843,0.959576785,1,10,0.192092856,2.013071602,0,1.422400309,0,0.060670363,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.885211389,7.65957E-14
428,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.335380268,0,0.944001614,0.039371267,0,1,1,1,1,1,1,0.656311266,0,0,0,0,0,1,0.343561116,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.018659753,1.320803631,1,1,1,1,1,0.071040523,1,210,3.435989897,1.167725843,0.959576785,1,10,0.047354368,1.736706726,0,0.10203185,0,0.302198064,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.760313273,1,0.001190476
429,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.096669123,0.037976789,0,1,1,1,1,1,1,1,0,0,0,0,0,0.199236855,0.876401761,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.007556854,0.907402424,1,1,1,1,1,0.00239102,1,210,3.435989897,1.167725843,0.959576785,1,10,0.029442173,3.042748126,0,0.251679292,0,0.003941081,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.949348118,0.871301379,0.012267833
430,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.924795855,0.04417793,0,1,1,1,1,1,1,0.130678366,0,0,0,0,0,0.181583128,0.174332376,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.031857216,10.51598089,1,1,1,1,1,0.014138864,1,210,3.435989897,1.167725843,0.959576785,1,10,0.021093507,14.28897536,0,0.012869857,0,0.195063125,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.874106827,0.002631579
431,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.1024445,0,1.106932299,0.035691138,0,1,1,1,1,1,1,0.435848983,0,0,0,0,0,1,0.387641439,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.002102071,0.448756157,1,1,1,1,1,0.324119776,1,210,3.435989897,1.167725843,0.959576785,1,10,0.054462497,6.93259538,0,0.163516083,0,0.49898838,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.993740129,0.814452071,0
432,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.980791968,0.042513092,0,1,1,1,1,1,1,0.454516052,0,0,0,0,0,1,0.267999982,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.037634195,1.170137371,1,1,1,1,1,0.078309672,1,210,3.435989897,1.167725843,0.959576785,1,10,0.044902758,2.364095753,0,0.323259346,0,0.022901077,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.894244472,4.0572E-09
433,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.936395355,0.033737162,0,1,1,1,1,1,1,0.66775987,0,0,0,0,0,0.110157047,0.399770165,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.154144898,0.8066398,1,1,1,1,1,0.025473209,1,210,3.435989897,1.167725843,0.959576785,1,10,0.050702185,1.786277046,0,0.056466305,0,0.038663509,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.83503118,0
434,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.962803724,0.041302911,0,1,1,1,1,1,1,0.892294331,0,0,0,0,0,0.036818006,0.430348181,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.002068997,0.638293759,1,1,1,1,1,0.107662618,1,210,3.435989897,1.167725843,0.959576785,1,10,0.051223664,2.840492541,0,0.123767907,0,0.028793363,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,1,0
435,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.184379837,0.037424239,0,1,1,1,1,1,1,0.316639142,0,0,0,0,0,0.1699336,0.231052082,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.20516625,0.711101647,1,1,1,1,1,0.000920478,1,210,3.435989897,1.167725843,0.959576785,1,10,0.028383296,2.419179685,0,1.05319639,0,0.166838218,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.921363501,0
436,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.956132282,0,1.073606489,0.047657868,0,1,1,1,1,1,1,0.31418203,0,0,0,0,0,1,0.287459277,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.017453879,0.495410884,1,1,1,1,1,0.077137903,1,210,3.435989897,1.167725843,0.959576785,1,10,0.018923663,1.038371922,0,0.01494889,0,1.738047253,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.893417456,4.0572E-09
437,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.077273796,0,1.116130504,0.038259853,0,1,1,1,1,1,1,0.117819494,0,0,0,0,0,0.394294745,0.276318679,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.116994771,1.217838981,1,1,1,1,1,0.063204594,1,210,3.435989897,1.167725843,0.959576785,1,10,0.027852868,1.557381553,0,2.460692593,0,0.194903968,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.772563932,0
438,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,3.012465408,0,1.1535879,0.040948732,0,1,1,1,1,1,1,0.218623282,0,0,0,0,0,0.301627869,0.364785247,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.004604748,0.799748695,1,1,1,1,1,0.00152209,1,210,3.435989897,1.167725843,0.959576785,1,10,0.012875607,1.183479274,0,9.640812234,0,0.052074961,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.89476218,0.959067292,0.011795142
439,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.229072154,0.039422825,0,1,1,1,1,1,1,1,0,0,0,0,0,0.702671793,0.346741178,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.559466106,0.559466106,1,1,1,1,1,0.674103044,1,210,3.435989897,1.167725843,0.959576785,1,10,0.008452892,0.196166155,0,0.071509487,0,0.023009264,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.882287238,0.997378377,2.08E-13
440,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.121672283,0.037539963,0,1,1,1,1,1,1,0.813883932,0,0,0,0,0,0.1676424,0.343253976,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.023493792,3.204405664,1,1,1,1,1,0.002173112,1,210,3.435989897,1.167725843,0.959576785,1,10,0.039802288,4.482959571,0,0.411149827,0,0.015977128,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.906181123,1.60209E-13
441,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.206156211,0,1.035640712,0.036552903,0,1,1,1,1,1,1,0.925602807,0,0,0,0,0,1,0.24533681,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.018965026,2.485093604,1,1,1,1,1,0.230847875,1,210,3.435989897,1.167725843,0.959576785,1,10,0.017351562,0.347054737,0,0.238609357,0,0.09423384,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.958923797,0.939553239,6.93088E-09
442,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,1.632185816,0,0.964413056,0.037288358,0,1,1,1,1,1,1,0.106479945,0,0,0,0,0,0.382157142,0.094461077,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.000641102,7.971744481,1,1,1,1,1,0.024937481,1,210,3.435989897,1.167725843,0.959576785,1,10,0.258159731,0.572590572,0,0.169825865,0,0.072957813,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.954429002,0.789926627,7.15591E-14
443,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.129364681,0.044575045,0,1,1,1,1,1,1,0.218282351,0,0,0,0,0,0.602753319,0.527098607,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.069845644,1.221989197,1,1,1,1,1,0.017438997,1,210,3.435989897,1.167725843,0.959576785,1,10,0.00440508,4.655686777,0,0.026982919,0,1.973512521,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.970831298,0
444,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.924985159,0,0.862556366,0.038811335,0,1,1,1,1,1,1,0.128750918,0,0,0,0,0,0.230810479,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.121541216,0.72417142,1,1,1,1,1,0.016280182,1,210,3.435989897,1.167725843,0.959576785,1,10,0.220606348,3.821213429,0,0.10286421,0,0.098603863,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.819572769,0
445,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,5.187342881,0,1.088115821,0.041868736,0,1,1,1,1,1,1,1,0,0,0,0,0,0.883277958,0.146452979,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.002349724,0.148556343,1,1,1,1,1,0.020232301,1,210,3.435989897,1.167725843,0.959576785,1,10,0.143008283,0.958745721,0,0.939837092,0,0.120737246,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.957802539,1,6.93088E-09
446,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,1.136419815,0.040600576,0,1,1,1,1,1,1,0.319737561,0,0,0,0,0,1,0.654783289,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.002001374,0.368787266,1,1,1,1,1,0.005380986,1,210,3.435989897,1.167725843,0.959576785,1,10,0.044883139,0.293890162,0,1.129887429,0,0.023428063,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,1,0.000179637
447,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.998161775,0.041479393,0,1,1,1,1,1,1,0.481757912,0,0,0,0,0,0.454099704,0.553542007,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.012304849,1.165909769,1,1,1,1,1,0.008970041,1,210,3.435989897,1.167725843,0.959576785,1,10,0.019665168,0.358657341,0,0.038186754,0,0.222327267,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.827848527,0.902453581,0.009166667
448,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,4.33371069,0,0.960411107,0.038488458,0,1,1,1,1,1,1,0.490479827,0,0,0,0,0,0.100171639,0.276013967,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.194511409,0.358207987,1,1,1,1,1,0.011597517,1,210,3.435989897,1.167725843,0.959576785,1,10,0.00904997,0.453071503,0,0.322767181,0,0.149614185,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.945444305,0.830015921,0
449,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.892788479,0.039888469,0,1,1,1,1,1,1,0.150172631,0,0,0,0,0,0.178118831,0.091558421,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.037489104,8.346595121,1,1,1,1,1,0.206770257,1,210,3.435989897,1.167725843,0.959576785,1,10,0.096581213,0.943950673,0,0.733151826,0,0.004569946,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,0.90973406,0.894442805,2.26075E-13
450,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.956516719,0.041270219,0,1,1,1,1,1,1,0.817169803,0,0,0,0,0,0.658590299,1,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.001498527,0.740288543,1,1,1,1,1,0.004063356,1,210,3.435989897,1.167725843,0.959576785,1,10,0.038335473,0.080321074,0,3.707173481,0,0.027484942,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.990641776,0.000179637
451,1,0,0,0,0,0.95,1,0,0.7,0,0,0,0,0.7,0.7,0.7,0.7,0.65,0,0,0,0,0,1,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.95,1,0,1,0.9,0.9,0,0.857354229,0.040169653,0,1,1,1,1,1,1,0.488896171,0,0,0,0,0,0.365281318,0.205170083,0.75,0.1,2.230710131,2.609115337,2.74625277,3,1,1,1,4.5,33,35,1,0.148531539,0.28245614,0.630136986,0.882162162,1,0.1,0.436051023,2.975231742,2,0.468373391,1,2,0.65,0.65,1,0.083222242,6.22868943,1,1,1,1,1,0.054625796,1,210,3.435989897,1.167725843,0.959576785,1,10,0.033187495,3.175507927,0,0.683898483,0,0.882357212,0,0,0,1,0.5,2.324980605,0.671868475,0.1,0.408684957,0.1,0.25,0.25,10,0.348731219,0.1,0.1,0.241479374,0.0304,0.028338973,0.000779559,0.025468539,1,0.075,4.5,114,487,295,171,1,12,1,0.836326764,0.001190476
